title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels
大臣是铃芽的隐喻？《铃芽之旅》深度解读，新海诚的灾难哲学与人情温暖,BV1Y84y137AC,https://b23.tv/BV1Y84y137AC,一镜电影,2772066,7378,10963,280839,175910,117567,83595,"['铃芽之旅', '与铃芽踏上奇幻之旅', '影视', '影视杂谈', '你的名字', '新海诚', '动画电影', '动漫', '影评杂谈', '铃芽', '深度解读', '天气之子']"
10只龙虾熬一颗糖果 吃一口有多神奇？,BV1mT411z77h,https://b23.tv/BV1mT411z77h,阿彭彭阿,3961698,2654,1655,277523,62549,24756,4629,"['阳春三月·美食烟火气', '美食', '美食制作', '海鲜', '4K', '家常菜', '分子料理', '菠萝', '糖果', '料理制作', '米其林', '龙虾', '四季美食·阳春三月·美食烟火气']"
走100米就给500块！这些被百米路困住的人，把我看哭了 ......,BV14L411X7ys,https://b23.tv/BV14L411X7ys,滤镜粉碎机,1815562,5380,4314,140777,80650,30843,16901,"['星海计划', '资讯', '社会', '搞笑', '高能', '社会', '正能量', '现场', '吐槽', '资讯', '民生', '挑战']"
【神里】⚡你能忍受王手的洗脑么⚡汪⚡,BV1iX4y1d7oe,https://b23.tv/BV1iX4y1d7oe,莉可Kurisu,3400944,2770,1836,324918,79580,131725,29106,"['Young boss 2.0', '原神UP主激励计划', '鬼畜', '鬼畜调教', '二次元鬼畜', '鬼畜', '原神', '魔性', '洗脑循环', '可爱', '音MAD', '神里绫华', '蜜汁带感', 'shourei小N', '原神高能团']"
在香港吃一碗香滑的蛇羹，餐桌紧挨着蛇箱,BV17c41157wo,https://b23.tv/BV17c41157wo,小可追太阳,4292337,1350,2150,142810,2655,13212,8025,"['阳春三月·美食烟火气', '美食', '美食侦探', '街头美食', '探店', '美食', '旅行', '粤菜', '蛇', '香港', '人间烟火', '饮食文化', '四季美食·阳春三月·美食烟火气']"
几块破纸板能做出什么大片......卧槽？！？！,BV1uo4y1x7zw,https://b23.tv/BV1uo4y1x7zw,逗比的雀巢,3511265,3036,1848,411304,145456,73454,7692,"['B站小剧场', '动画', '配音', '配音', '搞笑', '恶搞', '搞笑视频', '大片', '创意', '娱乐', '生活', '沙雕', '我在B站拍短剧']"
【杰克奥特曼｜再见了，乡秀树】百万级录音棚听《帰ってきたウルトラマン》杰克奥特曼主题曲【Hi-Res】,BV1Em4y167BA,https://b23.tv/BV1Em4y167BA,JLRS-jayfm,1103028,1814,2068,60919,25909,26080,7393,"['帰ってきたウルトラマン (归来的奥特曼)', '音乐研究所', '音乐', '音乐综合', 'OST', '奥特曼', 'HIFI', '高音质', '主题曲', '杰克奥特曼', '归来的奥特曼', '录音棚', '帰ってきたウルトラマン', '音乐玩家招募令']"
【IGN】《塞尔达传说 王国之泪》实机演示,BV1oT411z7Hp,https://b23.tv/BV1oT411z7Hp,IGN中国,4567679,37407,33464,226499,120805,61006,346131,"['游戏', '单机游戏', '塞尔达传说', '任天堂', '单机游戏', '游戏视频', '塞尔达', '塞尔达传说：旷野之息', '王国之泪', 'SWITCH', '林克', '单机联机']"
微醺版《百年孤寂》,BV1gg4y1s7jN,https://b23.tv/BV1gg4y1s7jN,我只吃晚饭Mia,11531488,2366,6236,552444,271907,275783,70452,"['百年孤寂', '翻唱总动员', '音乐', '翻唱', '翻唱', '微醺', '音乐玩家招募令']"
【秋山】拖更一年，我把游戏带进现实，MC工作台极致还原,BV1YT411z7p8,https://b23.tv/BV1YT411z7p8,秋山黛西,2366163,2279,1231,242859,144357,71159,5780,"['一起做手工吧！', '生活', '手工', '木工', '我的世界', '技术宅', '手工', 'MC', '制作过程', '雕刻', 'diy', 'mine craft', '一起做手工吧4.0·开学大作战']"
西游记里根本没有小白饼，难道我们都被骗了？,BV18X4y1o7AN,https://b23.tv/BV18X4y1o7AN,碧蝉衣,2482722,4852,5382,132629,56250,19392,1522,"['阳春三月·美食烟火气', '美食', '美食制作', '美食', '西游记', '文化', '小白饼', '四季美食·阳春三月·美食烟火气']"
我在全中国到处认爷爷？,BV1PX4y1o742,https://b23.tv/BV1PX4y1o742,熊伟Sherwin,1590005,926,872,191700,39380,32854,7315,"['一起做手工吧！', '生活', '手工', '书法', '传统文化', '生活记录', '原创', '爷爷', '艺术', '文化自信', '人文纪实', '民俗传承', '一起做手工吧4.0·开学大作战']"
一块石头能弹300次？慢放120倍，三分钟学会打水漂！,BV1px4y1A7E8,https://b23.tv/BV1px4y1A7E8,亿点点不一样,10130504,3600,2075,265998,52219,393464,13204,"['技能提升营', '知识', '野生技能协会', '4K', '科普', '物理', '教学', '生活', '知识', '打水漂', '技能', '亿点点不一样']"
国服河蟹,BV1ZL411r7AP,https://b23.tv/BV1ZL411r7AP,D蚱蜢,2265827,1359,1425,177965,11246,15308,19803,"['Xanadu', '春日整活大赏', '生活', '搞笑', '搞笑', 'COS', '生活记录', '整活儿', '抽象', '河道', '河蟹', '国服', '迅捷蟹', '追一趟春日列车']"
糟糕，一年4000在动物园认养的黑猩猩，好像是个老六,BV1hM411M74t,https://b23.tv/BV1hM411M74t,超Carry的柴西,2177895,2913,1948,111760,72828,12031,2899,"['跟着UP主出行看世界', '生活', '出行', '可爱', '动物园', '高能', '南京', '生活记录', '树奈奈', 'Vlog', '红山动物园', '柴西', '2023-bilibili出行达人征集令']"
6年了 一路走来 终于到达埃菲尔铁塔,BV1DX4y1d7nL,https://b23.tv/BV1DX4y1d7nL,湖远行官方,1497375,3041,1842,254571,39615,19560,2769,"['Wake (Live)', '生活', '出行', '旅游', '骑行', '法国', '跟着up出行看世界', '埃菲尔铁塔', '记录']"
【精卫】完整版丨老子只是太想要份爱这有什么错啊？,BV1Fc411j7yJ,https://b23.tv/BV1Fc411j7yJ,折原露露,7164582,3215,5279,324460,158012,148073,22355,"['精卫', '虚拟暖春之音', '音乐', '翻唱', '虚拟UP主', '翻唱', '折原露露', '30年前，50年后', '虚拟主播']"
最快赚钱世界纪录：6分钟赚24421金币！只需快这半秒就足够了！,BV1aY4y1Q7wv,https://b23.tv/BV1aY4y1Q7wv,布锅锅,2969954,8012,1914,220286,71374,20701,11020,"['英雄联盟春日激励', '游戏', '电子竞技', '英雄联盟', '电子竞技', '解说', '世界纪录', '比赛', '赚钱', 'lol', '游戏鉴赏家', '布锅锅的挑战赛']"
【淮秀帮】假如《狂飙》玩狼人杀（二）！,BV1d84y1u7gB,https://b23.tv/BV1d84y1u7gB,淮秀帮,4502633,3816,1758,290745,59041,45239,40996,"['搞笑研究所', '生活', '搞笑', '张译', '狼人杀', '淮秀帮', '安欣', '高启强', '张颂文', '徐江', '高叶', '搞笑研究所2023 2.0-寻找整蛊王']"
在八分钟循环里，仿佛看到了我的明天,BV19M4y1m7H2,https://b23.tv/BV19M4y1m7H2,喜仔的世界,2248868,1615,942,112002,52224,79083,7474,"['影视', '短片', '短片', '励志', '剧情', '创意', '创意广告', '正能量', '温馨', '感动']"
约好必鸽,BV1Qo4y1s73s,https://b23.tv/BV1Qo4y1s73s,嘞是唐孃孃,1361477,89,721,103261,953,3339,4358,"['校园整活王', '生活', '搞笑', '搞笑', '校园', '段子', '五一假期', '五一', '生活费', '大学生', '攒钱', '校园星发现·离谱专业大赏']"
上镜丑？我研究了易梦玲拍照法️...发现90%模特竟然都这么拍！,BV12L411Q7Pk,https://b23.tv/BV12L411Q7Pk,一一只是黑猫,1905326,316,588,90556,12008,101241,14554,"['时尚科普有点东西', '时尚', '时尚潮流', '摄影', '拍照', '模特', '易梦玲', '上镜', '追一趟春日列车']"
这玩意怎么吃？,BV1Zh411g7kB,https://b23.tv/BV1Zh411g7kB,Tiger西西,2568645,1845,2202,181855,6352,6648,1906,"['这道菜的脑洞有亿点大', '美食', '美食制作', '厨艺', '吃货', '美食', '搞笑', '美食vlog', '美食圈', '沉浸式', '四季美食·阳春三月·美食烟火气']"
芬兰家人血战爆辣湘菜馆子辣到飙泪！一口剁椒一口酸豆角爽翻天！汤汁喝干净！奶茶上瘾到想马上去中国！,BV1AL411X7in,https://b23.tv/BV1AL411X7in,雨琪在芬兰,1277562,4310,1336,78972,36871,5520,822,"['阳春三月·美食烟火气', '美食', '美食记录', '美食vlog', '湘菜', '珍珠奶茶', '文化输出', '剁椒排骨', '老外吃中餐', '芬兰生活', '外国人吃中餐', '海外中餐', '四季美食·阳春三月·美食烟火气']"
【医案寻踪】一年不吃早饭的人现在怎么样了？让我们揭开一场隐瞒我们70年的健康骗局！,BV1Zs4y1H7NV,https://b23.tv/BV1Zs4y1H7NV,兔叭咯,8393838,20563,20750,515620,357282,146977,128393,"['万物研究所', '知识', '科学科普', '医学', '早餐', '减肥', '美国', '健康', '美食', '搞笑', '沙雕', '资本', '万物研究所·第九期']"
我被禁言了2,BV1n24y1u7WR,https://b23.tv/BV1n24y1u7WR,杜海皇,12746722,31659,9245,687659,331997,272491,26719,"['搞笑研究所', '生活', '搞笑', '搞笑', '奇葩', '生活', '全程高能', '搞笑视频', '魔性', '逗比', '沙雕', '杜海皇', '搞笑研究所2023 2.0-寻找整蛊王']"
⚡喵喵喵喵喵喵喵喵喵喵喵喵喵喵,BV1wg4y1t7j6,https://b23.tv/BV1wg4y1t7j6,幾加乘,10795425,13391,15717,909236,430096,311471,310202,"['See You Again', '动画短片群星计划', '动画', '短片·手书', '手书', '搞笑', '原创动画', '唱歌', '猫', 'Bongo cat', '动画短片群星计划 第七期']"
一群up主在城市玩共享位置捉迷藏！太可怕了！！【第二期】,BV1KP411f7fc,https://b23.tv/BV1KP411f7fc,中国BOY超级大猩猩,8309485,30512,6796,640255,253781,137079,39096,"['搞笑研究所', '生活', '搞笑', '搞笑', '中国BOY', '老番茄', '枪弹轨迹', '捉迷藏', '雨哥', '欣小萌', '啊吗粽', '宝剑嫂', '搞笑研究所2023 2.0-寻找整蛊王']"
【林肯公园 | B站首发】Numb (官方MV 4K修复版) - Linkin Park,BV1Mm4y1k7We,https://b23.tv/BV1Mm4y1k7We,LinkinPark,4453065,3510,4266,332614,215504,157945,27079,"['Numb', '林肯公园《Meteora》20周年纪念', '音乐', 'MV', '欧美音乐', '欧美MV', '林肯公园', '高清', 'Linkin Park', 'Meteora']"
漂泊两年多回到乡下，乡村生活也不错，想留在农村却很难,BV1ob411d78A,https://b23.tv/BV1ob411d78A,徐云流浪中国,2298963,26966,7800,184354,97104,12208,4282,"['小茉莉', '春日旅行日记', '生活', '出行', '户外', '2023-bilibili出行达人征集令']"
MOREVFX「流浪地球2」视效花絮,BV1hP411Z7Tc,https://b23.tv/BV1hP411Z7Tc,MOREVFX,2397891,11862,9876,255921,292001,137783,67894,"['让我们开始吧', '影视', '预告·资讯', '科幻', '电影', '幕后', '花絮', '视效', '行星发动机', '流浪地球2', 'MOREVFX']"
对他使用新空间卡组吧【水无月菌】,BV1cL411r7Zn,https://b23.tv/BV1cL411r7Zn,水无月菌,3774587,10782,5721,249743,175558,44776,20402,"['花の塔', '游戏', '桌游棋牌', '游戏王', '卡牌游戏', '桌游棋牌', '娱乐', '游戏王 Master Duel']"
一千颗碎片！实拍魔刀千刃（上）！觉醒我们心中的热爱吧！,BV14o4y1q777,https://b23.tv/BV14o4y1q777,剑客范十三,3525974,657,806,242099,92353,48509,2222,"['暗影刺客', '我在B站做UP主', '运动', '运动综合', '4K', '正能量', '梦想', '武侠梦']"
用七百万笔画了一幅画。,BV1W84y1w7Cc,https://b23.tv/BV1W84y1w7Cc,圈圈没灵感,3227584,764,1310,356633,48137,56744,14557,"[""Hedwig's Theme"", '我的随手画', '生活', '绘画', '哈利波特', '绘画', '原创', '艺术', '无限画布', '霍格沃兹', '画中画', '一起来画画吧！2.0']"
你最后一次看少儿频道是什么时候？,BV1984y1A7Dg,https://b23.tv/BV1984y1A7Dg,喜欢数码的陈同学,5036039,7832,11070,868014,96973,169590,24798,"['FAKE LOVE', '原神', '必剪创作', '童年回忆', '我不曾忘记', '少儿频道', '名场面', '朝花夕拾', '童年动漫']"
【袁娅维×万物起舞】人间CD机袁娅维倾情献唱，如梦声线演绎女魃墓前尘今生,BV1JM411p7H9,https://b23.tv/BV1JM411p7H9,梦幻西游电脑版,6042687,7036,2608,155634,81199,60110,19579,"['万物起舞', '音乐', 'MV', '梦幻西游', 'MV', '音乐', '袁娅维', '梦幻西游电脑版']"
⚡西 域 战 神⚡,BV11c411E7ga,https://b23.tv/BV11c411E7ga,还有一天就放假了,7524968,6589,6474,582167,201867,256969,25999,"['鬼畜星探企划', '鬼畜', '鬼畜调教', '动感视频', '回忆童年', '阿凡提', '经典动画', '原创鬼畜']"
楼梯扶手上的“神庙逃亡”,BV1JY4y1Q7fz,https://b23.tv/BV1JY4y1Q7fz,喵哉小茶馆,1867135,358,809,277156,22831,51502,3699,"['dumb dumb', '打破次元壁的100种方式', '动画', 'MAD·AMV', '孤独摇滚', '搞笑', '创意', '2.5次元', '芳文社', '神庙逃亡', '摇曳露营', '高能快闪动画团']"
宵宫放烟花之蹦迪神曲！参上！,BV1sV4y197QP,https://b23.tv/BV1sV4y197QP,阿拉克斯Alxlc,1818824,1105,2418,388468,109455,108685,14976,"['原创音乐挑战赛', '音乐', '原创音乐', '电音', '原神', '神曲', '洗脑', '原创音乐', '宵宫', '音乐制作', '灵感', '哔需原创音乐挑战赛2.0']"
”这又是什么剪辑风格？酷毙了！⚡️“,BV1zv4y177G9,https://b23.tv/BV1zv4y177G9,Baka恶魔,1859283,818,1292,223984,97906,140637,7089,"['HIP', '动画大赏来啦，原来你也是同好', '动画', 'MAD·AMV', '轻音少女', '孤独摇滚', 'AMV', 'MAD', '新人', '新人向', '别当欧尼酱了', '动画园游会 二期']"
生活小窍门,BV18v4y1j7AQ,https://b23.tv/BV18v4y1j7AQ,真子日记,8759208,1657,2580,615940,19628,51072,31453,"['Midnight City', '搞笑研究所', '生活', '搞笑', '高能', '逗比', '抢劫', '小窍门', '沙雕', '拉扯', '搞笑研究所2023 2.0-寻找整蛊王']"
新番时光机！十年前的观众都在看什么？「2013年1月篇」泛式,BV1ws4y1p7k9,https://b23.tv/BV1ws4y1p7k9,泛式,2625191,11418,4172,242808,96159,45252,5902,"['动画', '动漫杂谈', '搞笑', '玉子市场', '魔王勇者', '我女友与青梅竹马的惨烈修罗场', '新番', '泛式', '吐槽', '杂谈', 'LoveLive', '异世界']"
三年之约！极致还原！《铃芽之旅》真人版！,BV1xk4y147oL,https://b23.tv/BV1xk4y147oL,特效小哥studio,4825034,2363,5093,379893,104296,96967,33803,"['铃芽之旅', '与铃芽踏上奇幻之旅', '动画', '综合', '你的名字', '新海诚', 'cosplay', '真人版', '美少女', '全程高能', '4k', '天气之子']"
【4KHDR】老戴《生化危机4 重制版》【正式版】【无死亡】【硬核难度全流程攻略解说】,BV1SV4y1Q7ie,https://b23.tv/BV1SV4y1Q7ie,老戴在此,4370388,18338,3336,101919,70674,38948,10929,"['生化4游戏攻略', '游戏', '单机游戏', '生化危机4', '4K', '老戴', '重制版', '老戴在此', '解说', '硬核难度', '流程攻略', 'RTX']"
80万赞已到，我去天上吃饭了朋友们！,BV1dx4y1A7P3,https://b23.tv/BV1dx4y1A7P3,盗月社食遇记,3819668,18398,6470,402677,202874,44563,10238,"['我的普通生活不普通', '生活', '日常', '美食', '生活', '高能', '日常', '超级外卖员', '吃饭', '记录', '高空', '挑战', '追一趟春日列车']"
挪威｜我在北极，邂逅了世界尽头的冷酷仙境 ｜Links 4K HDR,BV1ug4y1x7UD,https://b23.tv/BV1ug4y1x7UD,Linksphotograph,1942484,8793,2519,134142,73684,74423,39370,"['跟着UP主出行看世界', '生活', '出行', '摄影', '户外', '挪威', '旅行', '北极', '北欧', 'VLOG', 'OPPO', '杜比视界', '2023-bilibili出行达人征集令']"
风铃源于唐宋时期的「占风铎」，风吹玉振，静心宁神。寄相思，予祝愿。,BV1aT411k7iX,https://b23.tv/BV1aT411k7iX,彭南科,663264,3012,1562,162065,56061,35427,3580,"['海棠未眠', '生活', '手工', '中国风', '手工', '原创', '传统文化', '匠人', '传承', '风铃', '非物质文化遗产']"
【全网首发】球王归来！梅西800球全记录！还记得你是从哪一球入坑的吗~,BV19Y4y1U7Vd,https://b23.tv/BV19Y4y1U7Vd,小白兔怕脏,647228,4017,1418,78405,74249,55230,7993,"['Arrival of the Birds (From ""The Crimson Wing: Mystery of the Flamingos"" / Score)', '阿根廷2：0巴拿马', '运动', '足球', '梅西', '足球', '阿根廷', '巴塞罗那', '世界杯', '800球', '球王', '巴黎圣日尔曼', '足球绿洲计划', '阿根廷世界杯夺冠后首秀']"
《明日方舟》危机合约新赛季「起源行动」宣传PV,BV15v4y1L7nB,https://b23.tv/BV15v4y1L7nB,明日方舟,3156571,18271,17053,234784,140117,59792,60825,"['Operation Basepoint', '游戏', '手机游戏', '明日方舟']"
去海鲜市场钓鱼,BV1rx4y1w7fP,https://b23.tv/BV1rx4y1w7fP,旺仔有内涵,4738279,2034,3087,595966,77177,33622,24122,"['生活', '搞笑', '钓鱼', '美食', '海鲜市场', '市场', '记录']"
总工时19天，用石料480方，用传统技术建造一座  石拱桥（全集）,BV1t84y1w7Ps,https://b23.tv/BV1t84y1w7Ps,彭传明pcm,1442892,6383,2645,138485,78438,10816,1243,"['海棠未眠', '生活', '手工', '手工', '制作', '建筑', '技术', '原创', '生活记录', '施工']"
熊猫：长这么大都没受过这样的气！,BV1xL411d7XW,https://b23.tv/BV1xL411d7XW,猫后生,6585884,910,2247,299214,15167,43396,30411,"['当小动物会说话', '动物圈', '动物二创', '搞笑配音', '大熊猫', '熊猫宝宝', '动物观察局19.0·小动物游园会']"
《 豚 骨 拉 面 全 套 配 方 》,BV19m4y1r7TV,https://b23.tv/BV19m4y1r7TV,赖皮猴爱美食,2513977,4290,2469,185553,138146,101367,11765,"['阳春三月·美食烟火气', '美食', '美食制作', '美食', '拉面', '料理', '豚骨高汤', '日式拉面', '豚骨拉面', '溏心蛋', '一乐拉面', '日式高汤', '四季美食·阳春三月·美食烟火气']"
终于到了！不带钱跨越半个中国，抵达北京！ 丨流浪 11,BV19M4y1z714,https://b23.tv/BV19M4y1z714,东尼ookii,2022172,9537,2730,261274,175503,38156,4719,"['跟着UP主出行看世界', '生活', '出行', '搞笑', '骑行', '生活', '北京', '生活记录', '流浪', '记录', '出行', '东尼ookii', '2023-bilibili出行达人征集令']"
"【危机合约】""起源行动""无名庇护所18镀层+日替全关卡攻略！摆完挂机+平民低配攻略合集！《明日方舟》|魔法Zc目录 难度18",BV1G84y137P1,https://b23.tv/BV1G84y137P1,魔法Zc目录,4588850,7040,9332,100863,59583,23861,8642,"['我欲成仙', '明日方舟创作者应援计划', '游戏', '手机游戏', '危机合约', '明日方舟', '攻略', '摆完挂机', '起源行动', '低配', '平民', '魔法Zc目录', '泰拉探索协会', '明日方舟UP主应援计划 – 落叶逐火']"
品尝世界最酸酸物，胃酸系统今日奖励休息一天,BV1g84y1w7Gn,https://b23.tv/BV1g84y1w7Gn,张圣叹Yo,6457756,14804,5764,538892,93140,48641,32152,"['B站美食测评局', '美食', '美食测评', 'B站美食测评局二期']"
《满江红》第一次在哔哩哔哩发作品啊。紧张！,BV1F24y1u7kY,https://b23.tv/BV1F24y1u7kY,小少焱的,3547356,3902,6253,448575,235757,136774,27358,"['音乐', '原创音乐', '古风']"
没有一只鸡能活着离开沈阳，上海老王实名推荐！【怎么这么值ep58-传说鸡架】,BV1Tv4y1j77g,https://b23.tv/BV1Tv4y1j77g,王师傅和小毛毛,1767380,12938,3184,145640,61234,13014,12029,"['阳春三月·美食烟火气', '美食', '美食侦探', '街头美食', '4K', '美食侦探', '探店', '吃货', '美食', 'VLOG', '东北美食', '沈阳', '四季美食·阳春三月·美食烟火气']"
真实版浣熊市：市民集体变异，医生挖出日本政府的阴谋,BV1bb411Z7AY,https://b23.tv/BV1bb411Z7AY,迷因水母,3698150,23426,5368,335026,163317,108164,28241,"['Bagatelle in A Minor, WoO 59 - ""Für Elise"" (A小调钢琴小品，作品59 “致爱丽丝”)', '历史人文档案馆', '知识', '人文历史', '生化危机', '历史', '日本', '奇闻', '原创动画', '环境', '核废水', '污水', '水俣病']"
无限穿帮！当埃及up看《木乃伊》,BV12L411R7w9,https://b23.tv/BV12L411R7w9,埃及南希,2940880,21808,10545,232208,108832,51265,11289,"['新剧好剧一起看', '影视', '影视杂谈', '影评', '埃及', '电影', '吐槽', '木乃伊归来', '木乃伊', '穿帮', '星动安利大作战·春日篇']"
❤️ 这 么 可 爱 真 是 抱 歉 ❤️,BV1yL411o7UK,https://b23.tv/BV1yL411o7UK,哦呼w,2264742,1939,2449,211143,99976,49643,27535,"['可愛くてごめん (feat. かぴ)', '鬼畜', '鬼畜调教', '鬼畜', '搞笑', '恶搞', '这么可爱真是抱歉', '大司马', '芜湖', '沙雕']"
深度|| 欧洲为何没有“分久必合”？秦始皇“三功”如何奠基今日中国？,BV1tL411d7dP,https://b23.tv/BV1tL411d7dP,渤海小吏,3950493,20890,9587,175387,96155,66202,13272,"['社会洞察计划', '知识', '人文历史', '历史', '人文', '星海计划', '秦始皇', '秦并天下', '秦朝', '赢政', '书同文', '车同轨', '统一度量衡']"
喂！你给我摇起来啊！！！,BV1dP411d7HT,https://b23.tv/BV1dP411d7HT,瑶生Y,4722712,1321,3795,662098,110093,78702,24791,"['As It Was', '给整活儿加点艺术', '生活', '搞笑', '搞笑', '魔性', '优雅', '娱乐', '热爱生活', '搞笑研究所2023 2.0-寻找整蛊王']"
我愿来世做春风，温柔且自由,BV1hv4y1775L,https://b23.tv/BV1hv4y1775L,有只柯基叫可乐,4106214,1857,2148,431158,18247,59085,57026,"['动物圈', '汪星人', '柯基']"
艾伦，这就是你想要的自由吗,BV1MM4y1k7f2,https://b23.tv/BV1MM4y1k7f2,貂蟬的腿毛,4144951,515,3351,322663,72651,93692,21766,"['Arcade', '动画', '综合', '进击的巨人', '自由', '艾伦']"
我给我的牧羊犬买了一只羊，羊有了狗管理，狗有了工作,BV1fb411Z7aX,https://b23.tv/BV1fb411Z7aX,一只小九九丫,2412849,7464,2256,71078,28461,23541,2341,"['一生所爱', '三农繁星计划', '生活', '三农', '宠物', '生活记录', '狗狗', '牧羊犬', '动物圈达人创作营', '三农繁星计划8.0 万象耕新']"
突击检查：外国人对中国有什么离谱问题,BV1ex4y1w7CD,https://b23.tv/BV1ex4y1w7CD,歪果仁研究协会,4931653,3820,2132,377471,4353,18933,422,"['我的普通生活不普通', '生活', '日常', '歪果仁', '高能', '中国', '生活记录', '外国人', '吐槽', '离谱', '追一趟春日列车']"
省赛输了，摇一个,BV1Dm4y1r7M2,https://b23.tv/BV1Dm4y1r7M2,宇崎学妹想要摇,8819467,11759,4934,995025,102717,114184,48134,"['Move Your Body', '舞蹈', '舞蹈综合', '必剪创作', '快乐', '即兴舞蹈', '现场', '摇']"
大多数去职校学电竞的人都怎样了？这个视频给你答案！,BV1T84y1w7ar,https://b23.tv/BV1T84y1w7ar,敬汉卿,2034565,7820,4584,174255,72155,16411,5710,"['跟着UP主出行看世界', '游戏', '电子竞技', 'LPL', '英雄联盟', '王者荣耀', '电子竞技', '电竞', '高中', '职业学校', 'MOBA', '敬汉卿', '2023-bilibili出行达人征集令']"
今天爷爷给我看一件特殊的衣服,BV1No4y1B78S,https://b23.tv/BV1No4y1B78S,康康和爷爷,3661549,1862,1198,578542,49124,41962,1851,"['起风了', '无穿搭不春天', '时尚', '穿搭', '穿搭', '服饰', '日常', '爷爷', '今天', '衣服']"
无爱方可破情局 无情方可破全局,BV1wM4y1k7j5,https://b23.tv/BV1wM4y1k7j5,笔心无忧BX,3055016,1531,2164,415990,16153,85549,6097,"['循迹', '生活', '绘画', '火柴人', '手绘', '柴设']"
在老师面前秀恩爱是一种什么体验,BV1mT41167uz,https://b23.tv/BV1mT41167uz,主持人yoyo酱,1303554,389,616,117292,2114,3696,1569,"['宝藏媒体人', '生活', '日常', '大学', '颢鑫', '冤种搭档', '冤种主持', '情侣日常', 'yoyo', '宋浩', 'B站宝藏媒体人2023']"
没有通稿！他们才是时尚圈的华人之光！,BV1624y1x7mB,https://b23.tv/BV1624y1x7mB,AHALOLO,266901,587,537,20575,1718,1155,215,"['早春潮流关键词', '时尚', '时尚潮流', '时装周', '穿搭', '服饰', '品牌', '时尚', '中国设计师', '华人', '无穿搭不春天']"
挑战一个人还原《步步惊心》｜芝月步步惊心仿妆系列,BV1dL41167WU,https://b23.tv/BV1dL41167WU,芝月,712710,128,305,66291,2492,4331,893,"['三寸天堂', '复刻影视剧经典穿搭', '时尚', '仿妆cos', '仿妆', '步步惊心', '无穿搭不春天']"
假如我的校园是一款RPG游戏！,BV1E84y1A7z2,https://b23.tv/BV1E84y1A7z2,四夕小田木_已黑化_,9579563,7182,8604,1214562,261178,223338,92094,"['The Magnificent Seven', 'B站小剧场', '影视', '小剧场', '校园', '游戏', '宣传', '学生', 'RPG游戏', '整活', '我在B站拍短剧']"
【泛式/剧情MAD】你是我遥不可及的梦「𝒀𝒐𝒖 𝒂𝒓𝒆 𝒎𝒆𝒓𝒆𝒍𝒚 𝒂 𝑫𝒓𝒆𝒂𝒎」孤独摇滚,BV1xN411F7ne,https://b23.tv/BV1xN411F7ne,泛式,3890859,11732,15618,519937,519819,245394,100637,"['动画', 'MAD·AMV', '孤独摇滚', 'AMV', 'MAD', '动画', '混剪', '新番', '泛式', '虹夏', '波奇', '喜多']"
贱谍过家家（3）,BV1k54y1K7rQ,https://b23.tv/BV1k54y1K7rQ,小潮院长,18649273,26079,11105,752607,330716,232431,21698,"['生活', '搞笑', 'vlog', '搞笑', '生活', '高能', '逗比', '小潮', '谁是卧底', '沙雕', '小潮院长', '间谍过家家']"
耗时3720小时，原神史上首个角色最高伤害诞生！巅峰无法被撼动，因已达到极限！,BV1fP411f7ZW,https://b23.tv/BV1fP411f7ZW,爱玩原神的敢敢,7060232,37519,7886,739132,208907,212215,94811,"['#тамада (Сингл)', '游戏', '网络游戏', 'RPG', '原神', '最高伤害', '优菈', '核爆', '高燃']"
这个动画是属于老鼠的青春,BV1Rx4y1N7TF,https://b23.tv/BV1Rx4y1N7TF,动画成君,3985098,5630,4403,463184,452003,112897,63887,"['动画大赏来啦，原来你也是同好', '动画', '短片·手书', '章鱼哥', '派大星', '蜡笔小新', '猫和老鼠', '手书', '火影忍者', '海绵宝宝', '动画园游会 二期']"
【渐构】万字科普GPT4为何会颠覆现有工作流；为何你要关注微软Copilot、文心一言等大模型,BV1MY4y1R7EN,https://b23.tv/BV1MY4y1R7EN,YJango,2931963,23137,13956,194739,175149,203693,131563,"['GPT-4是新一轮技术革命？', '知识', '校园学习', '人工智能', '教育', 'Copilot', '渐构', '文心一言', '失业', 'Office', '大模型', '终身学习', '互联网人互助指南']"
孩子，我怎样才能治愈你？,BV1n24y1g7g5,https://b23.tv/BV1n24y1g7g5,星有野,5420598,4511,3141,567007,350881,145711,25696,"['打破次元壁的100种方式', '动画', '短片·手书', '动画短片', '治愈', '生活', '原创动画', '成年人的压力', '告别emo', '成长', '999感冒灵', '轻松治愈', '高能快闪动画团']"
老薛说的对4536251,BV1X84y1w7zq,https://b23.tv/BV1X84y1w7zq,lele摆烂啦,6476626,2473,2489,659380,89596,84922,18563,"['4536251能谈哪些歌曲', '音乐', '音乐综合', '薛之谦']"
B站元老级难度！你能猜对这是哪个视频吗？,BV1CY4y1y753,https://b23.tv/BV1CY4y1y753,中国BOY超级大猩猩,3768150,13627,3014,284595,90661,52755,3466,"['上B站一起玩', '生活', '搞笑', '中国BOY', '封面', '视频', '老番茄', 'B站', 'UP主', '4k', '内容']"
